article,head,head_type,type,tail,tail_type
articulo_51.txt,despido colectivo,concept,subclass of,extinción de contratos de trabajo,concept
articulo_51.txt,trabajadores,concept,part of,empresas,concept
articulo_51.txt,trabajadores,concept,part of,empresa,concept
articulo_51.txt,trabajadores,concept,part of,empresas,concept
articulo_51.txt,trimestre,concept,part of,año,concept
articulo_51.txt,causas técnicas,concept,opposite of,causas productivas,concept
articulo_51.txt,causas productivas,concept,opposite of,causas técnicas,concept
articulo_51.txt,plantilla,concept,part of,empresa,concept
articulo_51.txt,extinciones de contratos,concept,subclass of,contrato,concept
articulo_51.txt,extinciones de contratos,concept,subclass of,fraude de ley,concept
articulo_51.txt,despidos colectivos,concept,subclass of,despido,concept
articulo_51.txt,interlocutores,concept,part of,procedimiento de consultas,concept
articulo_51.txt,despido colectivo,concept,subclass of,despido,concept
articulo_51.txt,representantes de los trabajadores,concept,subclass of,autoridad laboral,concept
articulo_51.txt,empresario,concept,field of this occupation,trabajadores,concept
articulo_51.txt,causas del despido colectivo,concept,facet of,despido,concept
articulo_51.txt,Número y clasificación profesional de los trabajadores afectados por el despido,concept,facet of,despido,concept
articulo_51.txt,Número y clasificación profesional,concept,facet of,trabajadores,concept
articulo_51.txt,Periodo previsto para la realización de los despidos,concept,subclass of,despido,concept
articulo_51.txt,despido,concept,has cause,trabajadores afectados por los despidos,concept
articulo_51.txt,despido colectivo,concept,subclass of,despido,concept
articulo_51.txt,comisión negociadora,concept,subclass of,Representantes de los trabajadores,concept
articulo_51.txt,despido colectivo,concept,participant,autoridad laboral,concept
articulo_51.txt,Inspección de Trabajo y Seguridad Social,concept,subsidiary,entidad gestora de las prestaciones por desempleo,concept
articulo_51.txt,acuerdo,concept,part of,negociar,concept
articulo_51.txt,representantes legales de los trabajadores,concept,part of,comisión representativa de los trabajadores,concept
articulo_51.txt,arbitraje,concept,subclass of,mediación,concept
articulo_51.txt,consultas,concept,subclass of,mediación,concept
articulo_51.txt,despido colectivo,concept,participant,autoridad laboral,concept
articulo_51.txt,procedimiento de despido colectivo,concept,facet of,despido colectivo,concept
articulo_51.txt,empresario,concept,field of this occupation,empresa,concept
articulo_51.txt,empresario,concept,field of this occupation,trabajadores,concept
articulo_51.txt,convenio colectivo,concept,subclass of,acuerdo,concept
articulo_51.txt,despido,concept,subclass of,decisión empresarial,concept
articulo_51.txt,desempleo,concept,has cause,situación legal de desempleo,concept
articulo_51.txt,extinción de los contratos de trabajo,concept,has cause,fuerza mayor,concept
articulo_51.txt,parte interesada,concept,part of,empresa,concept
articulo_51.txt,extinción de los contratos,concept,has cause,fuerza mayor,concept
articulo_51.txt,Fondo de Garantía Salarial,media,instance of,autoridad laboral,concept
articulo_51.txt,empresario,concept,field of this occupation,empresa,concept
articulo_51.txt,1967,time,point in time,1 de enero de 1967,date
articulo_51.txt,despido colectivo,concept,subclass of,plan de recolocación,concept
articulo_51.txt,servicio público de empleo,concept,subclass of,autoridad laboral,concept
articulo_51.txt,reclamación,concept,subclass of,reclamación,concept
articulo_51.txt,aportación económica,concept,part of,Tesoro Público,concept
articulo_27.txt,Salario mínimo interprofesional,unk,is a list of,interprofesional,concept
articulo_27.txt,salario mínimo interprofesional,concept,creator,Gobierno,org
articulo_27.txt,precios de consumo,concept,instance of,índice,concept
articulo_27.txt,productividad media nacional,concept,measured physical quantity,productividad,concept
articulo_27.txt,participación del trabajo,concept,facet of,renta nacional,concept
articulo_27.txt,coyuntura económica general,concept,subclass of,coyuntura económica,concept
articulo_27.txt,revisión semestral,concept,facet of,índice de precios,concept
articulo_27.txt,salarios profesionales,concept,subclass of,salario mínimo,concept
articulo_27.txt,salario mínimo interprofesional,concept,subclass of,salario mínimo,concept
articulo_8.txt,Forma del contrato,concept,facet of,contrato,concept
articulo_8.txt,retribución,concept,part of,contrato de trabajo,concept
articulo_8.txt,España,loc,diplomatic relation,extranjero,loc
articulo_8.txt,extranjero,loc,diplomatic relation,España,loc
articulo_8.txt,contrato,concept,part of,relación laboral,concept
articulo_8.txt,contratos de trabajo,concept,participant,empresario,concept
articulo_8.txt,alta dirección,concept,subclass of,relación laboral,concept
articulo_8.txt,información facilitada,concept,facet of,protección de datos,concept
articulo_8.txt,contrato,concept,participant,empresario,concept
articulo_8.txt,representación legal,concept,part of,oficina de empleo,concept
articulo_8.txt,asociaciones empresariales,concept,subclass of,organizaciones sindicales,concept
articulo_8.txt,contrato de trabajo,concept,subclass of,contrato,concept
articulo_37.txt,Descanso,concept,subclass of,fiestas,concept
articulo_37.txt,sábado,concept,subclass of,día,concept
articulo_37.txt,lunes,concept,subclass of,día,concept
articulo_37.txt,lunes,concept,follows,sábado,concept
articulo_37.txt,domingo,concept,subclass of,día,concept
articulo_37.txt,domingo,concept,follows,lunes,concept
articulo_37.txt,descanso semanal,concept,subclass of,descanso,concept
articulo_37.txt,Natividad del Señor,time,country,España,loc
articulo_37.txt,Año Nuevo,time,country,España,loc
articulo_37.txt,Fiesta del Trabajo,concept,country,España,loc
articulo_37.txt,Fiesta Nacional,time,country,España,loc
articulo_37.txt,España,loc,public holiday,Natividad del Señor,time
articulo_37.txt,España,loc,public holiday,Año Nuevo,time
articulo_37.txt,lunes,concept,follows,domingo,concept
articulo_37.txt,lunes,concept,subclass of,días festivos,concept
articulo_37.txt,domingo,concept,part of,comunidad autónoma,concept
articulo_37.txt,remuneración,concept,facet of,trabajo,concept
articulo_37.txt,matrimonio,concept,has quality,Quince días naturales,concept
articulo_37.txt,intervención quirúrgica,concept,subclass of,enfermedad,concept
articulo_37.txt,traslado,concept,subclass of,traslado,concept
articulo_37.txt,sufragio,concept,subclass of,deber,concept
articulo_37.txt,excedencia regulada,concept,main regulatory text,artículo 46,concept
articulo_37.txt,indemnización,concept,subclass of,salario,concept
articulo_37.txt,representación del personal,concept,subclass of,funciones sindicales,concept
articulo_37.txt,adopción,concept,has cause,parto,concept
articulo_37.txt,guarda con fines de adopción o acogimiento,concept,different from,guarda con fines de adopción o acogimiento múltiples,concept
articulo_37.txt,guarda con fines de adopción o acogimiento múltiples,concept,different from,guarda con fines de adopción o acogimiento,concept
articulo_37.txt,acuerdo,concept,part of,negociación colectiva,concept
articulo_37.txt,acogedor,concept,instance of,derecho individual,concept
articulo_37.txt,guardadores,concept,instance of,derecho,concept
articulo_37.txt,acogedores,concept,instance of,derecho,concept
articulo_37.txt,parto,concept,has cause,hijo,concept
articulo_37.txt,disminución proporcional del salario,concept,subclass of,reducción de la jornada de trabajo diaria,concept
articulo_37.txt,consanguinidad,concept,subclass of,afinidad,concept
articulo_37.txt,melanoma,concept,subclass of,cáncer,concept
articulo_37.txt,carcinoma,concept,subclass of,cáncer,concept
articulo_37.txt,hombres,concept,opposite of,mujeres,concept
articulo_37.txt,mujeres,concept,opposite of,hombres,concept
articulo_37.txt,reducción de jornada,concept,part of,convenios colectivos,concept
articulo_37.txt,Ley 36/2011,media,main subject,Reguladora de la Jurisdicción Social,concept
articulo_37.txt,horario flexible,concept,subclass of,horario,concept
articulo_37.txt,acuerdo entre la empresa y los trabajadores afectados,concept,subclass of,acuerdos entre la empresa y los representantes de los trabajadores,concept
articulo_12.txt,Contrato a tiempo parcial,concept,subclass of,contrato de relevo,concept
articulo_12.txt,día,concept,part of,hora,concept
articulo_12.txt,semana,concept,part of,mes,concept
articulo_12.txt,mes,concept,part of,año,concept
articulo_12.txt,trabajador a tiempo completo,concept,part of,contrato de trabajo,concept
articulo_12.txt,contrato para la formación y el aprendizaje,concept,subclass of,contratación,concept
articulo_12.txt,contrato a tiempo parcial,concept,subclass of,contrato,concept
articulo_12.txt,contrato a tiempo parcial,concept,facet of,tiempo parcial,concept
articulo_12.txt,día,concept,part of,semana,concept
articulo_12.txt,jornada completa,concept,subclass of,contrato,concept
articulo_12.txt,contrato a tiempo parcial,concept,subclass of,convenio colectivo,concept
articulo_12.txt,horas extraordinarias,concept,part of,tiempo parcial,concept
articulo_12.txt,horas complementarias,concept,subclass of,horas,concept
articulo_12.txt,horas ordinarias,concept,part of,trabajo a tiempo parcial,concept
articulo_12.txt,complementarias,concept,part of,trabajo a tiempo parcial,concept
articulo_12.txt,voluntarias,concept,part of,trabajo a tiempo parcial,concept
articulo_12.txt,ordinarias,concept,subclass of,horas,concept
articulo_12.txt,complementarias,concept,subclass of,horas,concept
articulo_12.txt,registros de jornada,concept,facet of,jornada,concept
articulo_12.txt,jornada completa,concept,subclass of,contrato,concept
articulo_12.txt,mujeres,concept,opposite of,hombres,concept
articulo_12.txt,hombres,concept,opposite of,mujeres,concept
articulo_12.txt,despedido,concept,subclass of,sanción,concept
articulo_12.txt,trabajo a tiempo parcial,concept,opposite of,trabajo a tiempo completo,concept
articulo_12.txt,trabajo a tiempo parcial,concept,opposite of,trabajo a tiempo parcial,concept
articulo_12.txt,trabajo a tiempo parcial,concept,opposite of,trabajo a tiempo completo,concept
articulo_12.txt,trabajo a tiempo parcial,concept,opposite of,trabajo a tiempo parcial,concept
articulo_12.txt,trabajo a tiempo parcial,concept,opposite of,trabajo a tiempo completo,concept
articulo_12.txt,trabajo a tiempo parcial,concept,opposite of,trabajo a tiempo parcial,concept
articulo_12.txt,motivada,concept,subclass of,escrito,concept
articulo_12.txt,formación profesional continua,concept,subclass of,profesionales,concept
articulo_12.txt,horas complementarias,concept,opposite of,horas ordinarias,concept
articulo_12.txt,horas ordinarias,concept,opposite of,horas complementarias,concept
articulo_12.txt,horas complementarias,concept,part of,contrato,concept
articulo_12.txt,horas semanales,concept,part of,jornada de trabajo,concept
articulo_12.txt,horas complementarias,concept,part of,pacto de horas complementarias,concept
articulo_12.txt,horas complementarias,concept,opposite of,horas ordinarias,concept
articulo_12.txt,horas ordinarias,concept,opposite of,horas complementarias,concept
articulo_12.txt,horas complementarias,concept,part of,día,concept
articulo_12.txt,horas complementarias,concept,instance of,pacto,concept
articulo_12.txt,responsabilidades familiares,concept,main regulatory text,artículo 37,org
articulo_12.txt,incompatibilidad horaria,concept,facet of,Necesidades formativas,concept
articulo_12.txt,contrato a tiempo parcial,concept,subclass of,contrato,concept
articulo_12.txt,horas complementarias,concept,subclass of,horas,concept
articulo_12.txt,horas complementarias,concept,opposite of,horas ordinarias,concept
articulo_12.txt,horas ordinarias,concept,opposite of,horas complementarias,concept
articulo_12.txt,c,concept,instance of,letra,concept
articulo_12.txt,descanso,concept,part of,jornada,concept
articulo_12.txt,cotización a la Seguridad Social,concept,part of,Seguridad Social,concept
articulo_12.txt,texto refundido de la Ley General de la Seguridad Social,concept,part of,Ley General de la Seguridad Social,media
articulo_12.txt,texto refundido de la Ley General de la Seguridad Social,concept,part of,Ley General de la Seguridad Social,media
articulo_12.txt,pensión,concept,part of,Seguridad Social,concept
articulo_12.txt,jubilación,concept,facet of,relación laboral,concept
articulo_12.txt,contrato de relevo,concept,subclass of,contrato,concept
articulo_12.txt,desempleo,concept,subclass of,trabajador,concept
articulo_12.txt,texto refundido,concept,part of,Ley General de la Seguridad Social,media
articulo_12.txt,texto refundido,concept,part of,Ley General de la Seguridad Social,media
articulo_12.txt,contrato de relevo,concept,main regulatory text,Ley General de la Seguridad Social,media
articulo_12.txt,jornada completa,concept,opposite of,tiempo parcial,concept
articulo_12.txt,tiempo parcial,concept,opposite of,jornada completa,concept
articulo_12.txt,texto refundido,concept,part of,Ley General de la Seguridad Social,media
articulo_12.txt,contratos de relevo,concept,part of,negociación colectiva,concept
articulo_78.txt,Lugar de reunión,concept,part of,reunión,concept
articulo_78.txt,centro de trabajo,concept,use,reunión,concept
articulo_78.txt,asamblea,concept,participant,empresario,concept
articulo_78.txt,disposiciones,concept,part of,ley,concept
articulo_78.txt,última reunión celebrada,concept,follows,reunión celebrada,concept
articulo_78.txt,resarcimiento,concept,has cause,resarcido,concept
articulo_78.txt,Cierre legal,concept,part of,empresa,concept
articulo_78.txt,letra b,concept,part of,convenios colectivos,concept
articulo_77.txt,asambleas de trabajadores,concept,facet of,trabajadores,concept
articulo_77.txt,centro de trabajo,concept,subclass of,empresa,concept
articulo_77.txt,presidencia,concept,subclass of,empresario,concept
articulo_77.txt,turnos,concept,subclass of,reuniones parciales,concept
articulo_66.txt,Composición,concept,has quality,Composición,concept
articulo_66.txt,comité de empresa,concept,instance of,escala,concept
articulo_66.txt,cincuenta,concept,part of,cien,concept
articulo_66.txt,cien,concept,follows,cincuenta,concept
articulo_66.txt,doscientos cincuenta trabajadores,concept,part of,ciento uno a doscientos cincuenta trabajadores,concept
articulo_66.txt,trece,concept,follows,cincuenta y uno,concept
articulo_66.txt,cincuenta,concept,follows,quinientos,concept
articulo_66.txt,veintiuno,concept,follows,cincuenta y uno,concept
articulo_66.txt,setenta,concept,part of,mil,concept
articulo_66.txt,cinco,concept,part of,mil,concept
articulo_66.txt,centro de trabajo,concept,subclass of,empresa,concept
articulo_66.txt,tercio de sus miembros,concept,opposite of,tercio de los trabajadores,concept
articulo_66.txt,tercio de los trabajadores,concept,opposite of,tercio de sus miembros,concept
articulo_65.txt,sigilo,concept,subclass of,Capacidad,concept
articulo_65.txt,órgano colegiado,concept,subclass of,comité de empresa,concept
articulo_65.txt,sigilo,concept,instance of,deber,concept
articulo_65.txt,documento,concept,manufacturer,empresa,concept
articulo_65.txt,mandato,concept,subclass of,deber,concept
articulo_65.txt,comerciales,concept,subclass of,empresa,concept
articulo_65.txt,volumen de empleo,concept,facet of,empresa,concept
articulo_65.txt,"Ley 36/2011, de 10 de octubre, reguladora de la Jurisdicción Social",concept,part of,"Ley 36/2011, de 10 de octubre, reguladora de la Jurisdicción Social",concept
articulo_65.txt,sigilo,concept,subclass of,litigios,concept
articulo_65.txt,Ley sobre Infracciones y Sanciones en el Orden Social,concept,instance of,Real Decreto Legislativo,concept
articulo_7.txt,Capacidad para contratar,concept,facet of,contratar,concept
articulo_7.txt,prestación,concept,subclass of,trabajo,concept
articulo_7.txt,capacidad de obrar,concept,main regulatory text,Código Civil,concept
articulo_7.txt,mayores de dieciséis años,concept,follows,menores de dieciocho,concept
articulo_7.txt,contrato,concept,subclass of,derechos,concept
articulo_7.txt,extranjeros,concept,main regulatory text,legislación específica sobre la materia,concept
articulo_76.txt,Reclamaciones en materia electoral,concept,facet of,electoral,concept
articulo_76.txt,procedimiento arbitral,concept,subclass of,reclamaciones,concept
articulo_76.txt,representantes elegidos,concept,part of,proceso electoral,concept
articulo_76.txt,procedimiento arbitral,concept,subclass of,procedimiento,concept
articulo_76.txt,delegados,concept,part of,sindicatos,concept
articulo_76.txt,árbitros,concept,subclass of,mandato,concept
articulo_76.txt,árbitros,concept,field of this occupation,Administración laboral,concept
articulo_76.txt,abstenerse,concept,opposite of,recusados,concept
articulo_76.txt,recusados,concept,opposite of,abstenerse,concept
articulo_76.txt,interés personal,concept,facet of,asunto,concept
articulo_76.txt,sociedad,concept,subclass of,entidad interesada,concept
articulo_76.txt,asesores,concept,field of this occupation,arbitraje,concept
articulo_76.txt,enemistad,concept,subclass of,amistad,concept
articulo_76.txt,persona natural,concept,opposite of,jurídica,concept
articulo_76.txt,jurídica,concept,opposite of,persona natural,concept
articulo_76.txt,elecciones objeto de impugnación,concept,subclass of,procedimiento arbitral,concept
articulo_76.txt,arbitraje,concept,part of,procedimiento arbitral,concept
articulo_76.txt,expediente electoral,concept,subclass of,expediente,concept
articulo_76.txt,expediente administrativo electoral,concept,part of,autoridad laboral,concept
articulo_76.txt,registro del acta,concept,subclass of,registro,concept
articulo_76.txt,modalidad procesal,concept,part of,orden jurisdiccional social,concept
articulo_76.txt,CAPÍTULO II,media,follows,CAPÍTULO I,media
articulo_76.txt,Del derecho de reunión,concept,facet of,reunión,concept
articulo_6.txt,Trabajo de los menores,concept,facet of,menores,concept
articulo_6.txt,admisión al trabajo,concept,subclass of,trabajo,concept
articulo_6.txt,trabajos nocturnos,concept,subclass of,puestos de trabajo,concept
articulo_6.txt,horas extraordinarias,concept,subclass of,horas,concept
articulo_6.txt,espectáculos públicos,concept,subclass of,intervención,concept
articulo_4.txt,Derechos laborales,concept,subclass of,Derecho,concept
articulo_4.txt,derechos básicos,concept,subclass of,normativa,concept
articulo_4.txt,oficio,concept,subclass of,profesión,concept
articulo_4.txt,Libre sindicación,concept,subclass of,Libre sindicación,concept
articulo_4.txt,Negociación colectiva,concept,subclass of,Negociación,concept
articulo_4.txt,Adopción de medidas de conflicto colectivo,concept,facet of,conflicto colectivo,concept
articulo_4.txt,Huelga,loc,located in the administrative territorial entity,Huelga,loc
articulo_4.txt,Reunión,loc,located in the administrative territorial entity,Reunión,loc
articulo_4.txt,participación,concept,subclass of,Información,concept
articulo_4.txt,derecho,concept,part of,relación de trabajo,concept
articulo_4.txt,ocupación efectiva,concept,subclass of,ocupación,concept
articulo_4.txt,formación profesional en el trabajo,concept,facet of,empleabilidad,concept
articulo_4.txt,Estado español,loc,official language,lengua,concept
articulo_4.txt,discapacidad,concept,has quality,aptitud,concept
articulo_4.txt,prevención de riesgos laborales,concept,facet of,integridad física,concept
articulo_4.txt,acoso por razón de origen racial o étnico,concept,subclass of,acoso,concept
articulo_4.txt,acoso por razón de sexo,concept,subclass of,acoso,concept
articulo_4.txt,remuneración,concept,subclass of,remuneración,concept
articulo_4.txt,contrato de trabajo,concept,subclass of,acciones,concept
articulo_4.txt,contrato de trabajo,concept,subclass of,contrato,concept
articulo_15.txt,Duración del contrato,concept,facet of,contrato,concept
articulo_15.txt,duración,concept,part of,tiempo,concept
articulo_15.txt,contratos,concept,has quality,duración,concept
articulo_15.txt,convenio colectivo de ámbito sectorial,concept,opposite of,convenio colectivo sectorial de ámbito inferior,concept
articulo_15.txt,convenio colectivo sectorial de ámbito inferior,concept,opposite of,convenio colectivo de ámbito sectorial,concept
articulo_15.txt,convenios de empresa,concept,subclass of,contratos,concept
articulo_15.txt,convenio colectivo sectorial de ámbito inferior,concept,subclass of,convenio colectivo,concept
articulo_15.txt,duración máxima,concept,subclass of,duración,concept
articulo_15.txt,plantilla,concept,part of,empresa,concept
articulo_15.txt,sustituido,concept,part of,contrato de trabajo,concept
articulo_15.txt,trabajadores fijos,concept,part of,Seguridad Social,concept
articulo_15.txt,contratos temporales,concept,subclass of,fraude de ley,concept
articulo_15.txt,contratación por tiempo determinado,concept,subclass of,contratos,concept
articulo_15.txt,trabajadores fijos,concept,subclass of,trabajadores,concept
articulo_15.txt,subrogación empresarial,concept,subclass of,sucesión,concept
articulo_15.txt,contratos de puesta a disposición,concept,subclass of,contratos de duración determinada,concept
articulo_15.txt,contratos formativos,concept,subclass of,contratos temporales,concept
articulo_15.txt,contratos formativos,concept,subclass of,contrato,concept
articulo_15.txt,trabajador,concept,part of,contrato,concept
articulo_15.txt,contratos formativos,concept,subclass of,contratos,concept
articulo_15.txt,contratos,concept,has quality,duración,concept
articulo_15.txt,cualificación,concept,part of,formación profesional,concept
articulo_15.txt,trabajador fijo,concept,subclass of,trabajador,concept
articulo_73.txt,Mesa electoral,concept,part of,Mesa electoral,concept
articulo_73.txt,colegio,concept,part of,centro de trabajo,concept
articulo_73.txt,votación,concept,part of,proceso electoral,concept
articulo_73.txt,mayor,concept,opposite of,menor,concept
articulo_73.txt,menor,concept,opposite of,mayor,concept
articulo_73.txt,candidato,concept,opposite of,suplente,concept
articulo_73.txt,suplente,concept,opposite of,candidato,concept
articulo_73.txt,votación,concept,opposite of,escrutinio,concept
articulo_73.txt,escrutinio,concept,opposite of,votación,concept
articulo_87.txt,Legitimación,concept,has quality,Legitimación,concept
articulo_87.txt,comité de empresa,concept,part of,convenios de empresa,concept
articulo_87.txt,delegados de personal,concept,part of,secciones sindicales,concept
articulo_87.txt,convenios sectoriales,concept,subclass of,convenios,concept
articulo_87.txt,secciones sindicales,concept,part of,convenios,concept
articulo_87.txt,convenios sectoriales,concept,subclass of,convenio,concept
articulo_87.txt,federadas,concept,subclass of,organizaciones sindicales,concept
articulo_87.txt,confederadas,concept,subclass of,organizaciones sindicales,concept
articulo_87.txt,federadas,concept,subclass of,organizaciones sindicales,concept
articulo_87.txt,confederadas,concept,subclass of,organizaciones sindicales,concept
articulo_87.txt,comités de empresa,concept,subclass of,sindicatos,concept
articulo_87.txt,empresario,concept,field of this occupation,negociar,concept
articulo_87.txt,convenios de empresa,concept,participant,empresario,concept
articulo_87.txt,empresa,concept,different from,empresa,concept
articulo_87.txt,empresa,concept,different from,empresa,concept
articulo_87.txt,empresario,concept,field of this occupation,asociaciones empresariales,concept
articulo_87.txt,empresario,concept,field of this occupation,asociaciones empresariales,concept
articulo_87.txt,convenios colectivos de sector,concept,subclass of,convenios,concept
articulo_87.txt,"Ley Orgánica 11/1985, de 2 de agosto, de Libertad Sindical",media,applies to jurisdiction,comunidad autónoma,loc
articulo_87.txt,confederación sindical,concept,subclass of,sindicato,concept
articulo_34.txt,Jornada,concept,named after,Jornada.,per
articulo_34.txt,contratos de trabajo,concept,subclass of,convenios colectivos,concept
articulo_34.txt,horas,concept,measured physical quantity,duración,concept
articulo_34.txt,convenio colectivo,concept,subclass of,acuerdo,concept
articulo_34.txt,descanso,concept,part of,prestación de trabajo,concept
articulo_34.txt,jornada ordinaria,concept,subclass of,jornada,concept
articulo_34.txt,horas,concept,part of,hora,concept
articulo_34.txt,descanso,concept,subclass of,descanso,concept
articulo_34.txt,horas diarias,concept,part of,trabajo efectivo,concept
articulo_34.txt,horas,concept,measured physical quantity,duración,concept
articulo_34.txt,minutos,concept,part of,hora,concept
articulo_34.txt,jornada diaria,concept,subclass of,tiempo de trabajo,concept
articulo_34.txt,calendario laboral,concept,used by,empresa,concept
articulo_34.txt,"Ministerio de Trabajo, Migraciones y Seguridad Social",org,part of,Gobierno,org
articulo_34.txt,duración y distribución de la jornada de trabajo,concept,facet of,tiempo de trabajo,concept
articulo_34.txt,hijos,concept,opposite of,hija,concept
articulo_34.txt,hija,concept,opposite of,hijos,concept
articulo_34.txt,directa,concept,opposite of,indirecta,concept
articulo_34.txt,indirecta,concept,opposite of,directa,concept
articulo_34.txt,jornada,concept,instance of,modalidad contractual,concept
articulo_34.txt,permisos,concept,subclass of,derecho,concept
articulo_34.txt,Ley 36/2011,media,main subject,Reguladora de la Jurisdicción Social,concept
articulo_34.txt,flexibilidad horaria,concept,subclass of,horario,concept
articulo_34.txt,acuerdo de empresa,concept,part of,negociación colectiva,concept
articulo_34.txt,Inspección de Trabajo y Seguridad Social,concept,field of work,Seguridad Social,concept
articulo_47.txt,Suspensión del contrato,concept,subclass of,reducción de jornada,concept
articulo_47.txt,contrato de trabajo,concept,participant,empresario,concept
articulo_47.txt,ingresos ordinarios,concept,opposite of,ventas,concept
articulo_47.txt,ventas,concept,opposite of,ingresos ordinarios,concept
articulo_47.txt,causas técnicas,concept,opposite of,causas productivas,concept
articulo_47.txt,causas productivas,concept,opposite of,causas técnicas,concept
articulo_47.txt,trabajadores,concept,part of,empresa,concept
articulo_47.txt,comisión negociadora,concept,subclass of,consulta,concept
articulo_47.txt,interlocutores,concept,part of,procedimiento de consultas,concept
articulo_47.txt,representantes legales de los trabajadores,concept,subclass of,representantes,concept
articulo_47.txt,representantes de los trabajadores,concept,subclass of,autoridad laboral,concept
articulo_47.txt,Inspección de Trabajo y Seguridad Social,org,subsidiary,entidad gestora de las prestaciones por desempleo,concept
articulo_47.txt,fraude,concept,subclass of,abuso de derecho,concept
articulo_47.txt,representantes legales,concept,part of,comisión representativa de los trabajadores,concept
articulo_47.txt,arbitraje,concept,subclass of,mediación,concept
articulo_47.txt,prestación por desempleo,concept,participant,entidad gestora,concept
articulo_47.txt,representantes de los trabajadores,concept,part of,autoridad laboral,concept
articulo_47.txt,prestación por desempleo,concept,different from,desempleo,concept
articulo_47.txt,desempleo,concept,different from,prestación por desempleo,concept
articulo_47.txt,conflicto colectivo,concept,subclass of,acción individual,concept
articulo_47.txt,reducción de jornada,concept,subclass of,jornada de trabajo,concept
articulo_47.txt,jornada diaria,concept,subclass of,jornada de trabajo,concept
articulo_47.txt,semanal,concept,subclass of,jornada de trabajo,concept
articulo_47.txt,mensual,concept,subclass of,jornada de trabajo,concept
articulo_47.txt,anual,concept,subclass of,jornada de trabajo,concept
articulo_47.txt,fuerza mayor,concept,facet of,contrato de trabajo,concept
articulo_47.txt,reducciones de jornada,concept,subclass of,suspensiones de contratos,concept
articulo_30.txt,Imposibilidad de la prestación,concept,facet of,prestación,concept
articulo_30.txt,salario,concept,part of,contrato,concept
articulo_70.txt,Votación para delegados,concept,office contested,delegados,concept
articulo_70.txt,delegados de personal,concept,subclass of,puestos,concept
articulo_54.txt,Despido disciplinario,concept,subclass of,disciplinario,concept
articulo_54.txt,despido,concept,has cause,contrato de trabajo,concept
articulo_54.txt,contractuales,concept,subclass of,incumplimientos,concept
articulo_54.txt,asistencia,concept,opposite of,puntualidad,concept
articulo_54.txt,puntualidad,concept,opposite of,asistencia,concept
articulo_54.txt,desobediencia,concept,subclass of,indisciplina,concept
articulo_54.txt,empresario,concept,field of this occupation,empresa,concept
articulo_54.txt,buena fe contractual,concept,subclass of,confianza,concept
articulo_54.txt,voluntaria,concept,subclass of,rendimiento,concept
articulo_54.txt,toxicomanía,concept,subclass of,embriaguez,concept
articulo_54.txt,acoso por razón de origen racial o étnico,concept,subclass of,acoso,concept
articulo_43.txt,Cesión de trabajadores,concept,facet of,trabajadores,concept
articulo_43.txt,empresas de trabajo temporal,concept,subclass of,contratación de trabajadores,concept
articulo_43.txt,empresario,concept,field of this occupation,empresa,concept
articulo_43.txt,cedente,concept,opposite of,cesionario,concept
articulo_43.txt,cesionario,concept,opposite of,cedente,concept
articulo_43.txt,antigüedad,concept,facet of,puesto de trabajo,concept
articulo_39.txt,Movilidad funcional,concept,subclass of,funcional,concept
articulo_39.txt,trabajador,concept,part of,prestación laboral,concept
articulo_39.txt,superiores,concept,opposite of,inferiores,concept
articulo_39.txt,inferiores,concept,opposite of,superiores,concept
articulo_39.txt,ascenso,concept,different from,diferencia salarial,concept
articulo_39.txt,diferencia salarial,concept,different from,ascenso,concept
articulo_39.txt,ineptitud sobrevenida,concept,subclass of,despido objetivo,concept
articulo_39.txt,pactadas,concept,part of,convenio colectivo,concept
articulo_1.txt,Ámbito de aplicación,concept,subclass of,aplicación,concept
articulo_1.txt,empleador,concept,different from,empresario,concept
articulo_1.txt,empresario,concept,different from,empleador,concept
articulo_1.txt,empresas de trabajo,concept,subclass of,empresas,concept
articulo_1.txt,ámbito regulado por esta ley,concept,instance of,ley,concept
articulo_1.txt,Administraciones Públicas,concept,part of,sector público,concept
articulo_1.txt,prestaciones personales,concept,subclass of,obligatorias,concept
articulo_1.txt,sociedad,concept,instance of,forma jurídica,concept
articulo_1.txt,buena vecindad,concept,subclass of,benevolencia,concept
articulo_1.txt,ascendientes,concept,opposite of,descendientes,concept
articulo_1.txt,ventura,concept,subclass of,riesgo,concept
articulo_1.txt,desarrollo de relación,concept,subclass of,trabajo,concept
articulo_1.txt,vehículos comerciales,concept,use,transporte,concept
articulo_1.txt,legislación laboral española,concept,country,España,loc
articulo_1.txt,centro de trabajo,concept,subclass of,unidad productiva,concept
articulo_1.txt,puerto de base,concept,part of,mar,concept
articulo_83.txt,Unidades de negociación,concept,facet of,negociación,concept
articulo_83.txt,ámbito de aplicación,concept,part of,convenios colectivos,concept
articulo_83.txt,asociaciones empresariales,concept,subclass of,organizaciones sindicales,concept
articulo_83.txt,sindicatos,concept,subclass of,asociaciones empresariales,concept
articulo_83.txt,acuerdos interprofesionales,concept,subclass of,convenios colectivos,concept
articulo_22.txt,Sistema de clasificación profesional,media,instance of,clasificación profesional,concept
articulo_22.txt,representantes de los trabajadores,concept,part of,negociación colectiva,concept
articulo_22.txt,aptitudes profesionales,concept,part of,grupo profesional,concept
articulo_22.txt,mujeres,concept,opposite of,hombres,concept
